model_id,panel,panel_seed,label_order,depmap_column
ACH-000178,2,17321698585028354461,28,CTNNB1 (1499)
ACH-000178,2,17321698585028354461,29,NDC1 (55706)
ACH-000178,2,17321698585028354461,30,ELMO2 (63916)
ACH-000178,2,17321698585028354461,31,ANLN (54443)
ACH-000178,2,17321698585028354461,32,SAMD4B (55095)
ACH-000178,2,17321698585028354461,33,BSG (682)
ACH-000178,2,17321698585028354461,34,PCNX3 (399909)
ACH-000178,2,17321698585028354461,35,NDUFAB1 (4706)
ACH-000178,2,17321698585028354461,36,USP8 (9101)
ACH-000178,2,17321698585028354461,37,SMARCB1 (6598)
ACH-000178,2,17321698585028354461,38,MED24 (9862)
ACH-000178,2,17321698585028354461,39,ADSS2 (159)
ACH-000178,2,17321698585028354461,40,MRPS25 (64432)
ACH-000178,2,17321698585028354461,41,MIPEP (4285)
ACH-000178,2,17321698585028354461,42,TGIF1 (7050)
ACH-000178,2,17321698585028354461,43,IRF2BP2 (359948)
ACH-000178,2,17321698585028354461,44,NIPBL (25836)
ACH-000178,2,17321698585028354461,45,NOA1 (84273)
ACH-000178,2,17321698585028354461,46,DDX19A (55308)
ACH-000178,2,17321698585028354461,47,UQCRC2 (7385)
ACH-000178,2,17321698585028354461,48,SUGT1 (10910)
ACH-000178,2,17321698585028354461,49,DSCC1 (79075)
ACH-000178,2,17321698585028354461,50,PSMG2 (56984)
ACH-000178,3,12244462930596812421,1,PPAT (5471)
ACH-000178,3,12244462930596812421,2,UBIAD1 (29914)
ACH-000178,3,12244462930596812421,3,MFN2 (9927)
ACH-000178,3,12244462930596812421,4,MRPL18 (29074)
ACH-000178,3,12244462930596812421,5,CCNL1 (57018)
ACH-000178,3,12244462930596812421,6,FAM210A (125228)
ACH-000178,3,12244462930596812421,7,MRPL32 (64983)
ACH-000178,3,12244462930596812421,8,UBR5 (51366)
ACH-000178,3,12244462930596812421,9,CRAMP1 (57585)
ACH-000178,3,12244462930596812421,10,COQ4 (51117)
ACH-000178,3,12244462930596812421,11,BCL9L (283149)
ACH-000178,3,12244462930596812421,12,NMNAT1 (64802)
ACH-000178,3,12244462930596812421,13,VPS37A (137492)
ACH-000178,3,12244462930596812421,14,COX6A1 (1337)
ACH-000178,3,12244462930596812421,15,GPX4 (2879)
ACH-000178,3,12244462930596812421,16,HMBS (3145)
ACH-000178,3,12244462930596812421,17,TUBE1 (51175)
ACH-000178,3,12244462930596812421,18,SLC30A9 (10463)
ACH-000178,3,12244462930596812421,19,H2AX (3014)
ACH-000178,3,12244462930596812421,20,TRERF1 (55809)
ACH-000178,3,12244462930596812421,21,CAB39 (51719)
ACH-000178,3,12244462930596812421,22,ELMO2 (63916)
ACH-000178,3,12244462930596812421,23,HNRNPR (10236)
ACH-000178,3,12244462930596812421,24,MRPS25 (64432)
ACH-000178,3,12244462930596812421,25,AHCYL1 (10768)
ACH-000178,3,12244462930596812421,26,GABPA (2551)
ACH-000178,3,12244462930596812421,27,SOD2 (6648)
ACH-000178,3,12244462930596812421,28,SLC25A3 (5250)
ACH-000178,3,12244462930596812421,29,FERMT2 (10979)
ACH-000178,3,12244462930596812421,30,SUGT1 (10910)
ACH-000178,3,12244462930596812421,31,COX7C (1350)
ACH-000178,3,12244462930596812421,32,KNTC1 (9735)
ACH-000178,3,12244462930596812421,33,EARS2 (124454)
ACH-000178,3,12244462930596812421,34,OGDH (4967)
ACH-000178,3,12244462930596812421,35,UBAP2L (9898)
ACH-000178,3,12244462930596812421,36,FOXA2 (3170)
ACH-000178,3,12244462930596812421,37,USP7 (7874)
ACH-000178,3,12244462930596812421,38,MRPL35 (51318)
ACH-000178,3,12244462930596812421,39,CCND1 (595)
ACH-000178,3,12244462930596812421,40,RAD51D (5892)
ACH-000178,3,12244462930596812421,41,GRB2 (2885)
ACH-000178,3,12244462930596812421,42,ZFX (7543)
ACH-000178,3,12244462930596812421,43,RIC1 (57589)
ACH-000178,3,12244462930596812421,44,PTMA (5757)
ACH-000178,3,12244462930596812421,45,CTDSPL2 (51496)
ACH-000178,3,12244462930596812421,46,METTL17 (64745)
ACH-000178,3,12244462930596812421,47,APC (324)
ACH-000178,3,12244462930596812421,48,DNM1L (10059)
ACH-000178,3,12244462930596812421,49,TOMM20 (9804)
ACH-000178,3,12244462930596812421,50,TELO2 (9894)
ACH-000178,4,3857514175245069476,1,SMG7 (9887)
ACH-000178,4,3857514175245069476,2,RAB6A (5870)
ACH-000178,4,3857514175245069476,3,RIC1 (57589)
ACH-000178,4,3857514175245069476,4,MAU2 (23383)
ACH-000178,4,3857514175245069476,5,USP9X (8239)
ACH-000178,4,3857514175245069476,6,LDB1 (8861)
ACH-000178,4,3857514175245069476,7,GART (2618)
ACH-000178,4,3857514175245069476,8,CDS2 (8760)
ACH-000178,4,3857514175245069476,9,MRPL55 (128308)
ACH-000178,4,3857514175245069476,10,RPAP2 (79871)
ACH-000178,4,3857514175245069476,11,RBBP7 (5931)
ACH-000178,4,3857514175245069476,12,ARID2 (196528)
ACH-000178,4,3857514175245069476,13,MYB (4602)
ACH-000178,4,3857514175245069476,14,PFDN5 (5204)
ACH-000178,4,3857514175245069476,15,ARPC4 (10093)
ACH-000178,4,3857514175245069476,16,MLST8 (64223)
ACH-000178,4,3857514175245069476,17,VPS37A (137492)
ACH-000178,4,3857514175245069476,18,POP7 (10248)
ACH-000178,4,3857514175245069476,19,PTDSS1 (9791)
ACH-000178,4,3857514175245069476,20,TIMM17A (10440)
ACH-000178,4,3857514175245069476,21,CFL1 (1072)
ACH-000178,4,3857514175245069476,22,ACTR3 (10096)
ACH-000178,4,3857514175245069476,23,NDE1 (54820)
ACH-000178,4,3857514175245069476,24,XYLT2 (64132)
ACH-000178,4,3857514175245069476,25,EP300 (2033)
ACH-000178,4,3857514175245069476,26,USE1 (55850)
ACH-000178,4,3857514175245069476,27,ADSL (158)
ACH-000178,4,3857514175245069476,28,NARS2 (79731)
ACH-000178,4,3857514175245069476,29,COX6A1 (1337)
ACH-000178,4,3857514175245069476,30,WDR73 (84942)
ACH-000178,4,3857514175245069476,31,EED (8726)
ACH-000178,4,3857514175245069476,32,PTPN11 (5781)
ACH-000178,4,3857514175245069476,33,TMX2 (51075)
ACH-000178,4,3857514175245069476,34,YME1L1 (10730)
ACH-000178,4,3857514175245069476,35,MFN2 (9927)
ACH-000178,4,3857514175245069476,36,ARHGEF7 (8874)
ACH-000178,4,3857514175245069476,37,TDP2 (51567)
ACH-000178,4,3857514175245069476,38,HMBS (3145)
ACH-000178,4,3857514175245069476,39,CCAR1 (55749)
ACH-000178,4,3857514175245069476,40,TACC3 (10460)
ACH-000178,4,3857514175245069476,41,STAG2 (10735)
ACH-000178,4,3857514175245069476,42,RPIA (22934)
ACH-000178,4,3857514175245069476,43,TOMM20 (9804)
ACH-000178,4,3857514175245069476,44,AMBRA1 (55626)
ACH-000178,4,3857514175245069476,45,MIB1 (57534)
ACH-000178,4,3857514175245069476,46,RPP25L (138716)
ACH-000178,4,3857514175245069476,47,MRPL32 (64983)
ACH-000178,4,3857514175245069476,48,UBR5 (51366)
ACH-000178,4,3857514175245069476,49,MDM2 (4193)
ACH-000178,4,3857514175245069476,50,RELA (5970)
ACH-000178,5,13808367926187870989,1,PGP (283871)
ACH-000178,5,13808367926187870989,2,TACC3 (10460)
ACH-000178,5,13808367926187870989,3,JUN (3725)
ACH-000178,5,13808367926187870989,4,GMPS (8833)
ACH-000178,5,13808367926187870989,5,CFLAR (8837)
ACH-000178,5,13808367926187870989,6,MRPS7 (51081)
ACH-000178,5,13808367926187870989,7,LIPT1 (51601)
ACH-000178,5,13808367926187870989,8,GFPT1 (2673)
ACH-000178,5,13808367926187870989,9,SHOC2 (8036)
ACH-000178,5,13808367926187870989,10,HARS2 (23438)
ACH-000178,5,13808367926187870989,11,KCMF1 (56888)
ACH-000178,5,13808367926187870989,12,TXNRD1 (7296)
ACH-000178,5,13808367926187870989,13,TRERF1 (55809)
ACH-000178,5,13808367926187870989,14,RHOA (387)
ACH-000178,5,13808367926187870989,15,HAPLN2 (60484)
ACH-000178,5,13808367926187870989,16,UBE2H (7328)
ACH-000178,5,13808367926187870989,17,PAICS (10606)
ACH-000178,5,13808367926187870989,18,PAGR1 (79447)
ACH-000178,5,13808367926187870989,19,FZD5 (7855)
ACH-000178,5,13808367926187870989,20,ACO2 (50)
ACH-000178,5,13808367926187870989,21,GEMIN4 (50628)
ACH-000178,5,13808367926187870989,22,LDB1 (8861)
ACH-000178,5,13808367926187870989,23,GABPB1 (2553)
ACH-000178,5,13808367926187870989,24,MRPS5 (64969)
ACH-000178,5,13808367926187870989,25,CTPS1 (1503)
ACH-000178,5,13808367926187870989,26,IPPK (64768)
ACH-000178,5,13808367926187870989,27,POP7 (10248)
ACH-000178,5,13808367926187870989,28,SNAP23 (8773)
ACH-000178,5,13808367926187870989,29,DYNLL1 (8655)
ACH-000178,5,13808367926187870989,30,TIMM17A (10440)
ACH-000178,5,13808367926187870989,31,UBAP2L (9898)
ACH-000178,5,13808367926187870989,32,HNF1B (6928)
ACH-000178,5,13808367926187870989,33,POLG (5428)
ACH-000178,5,13808367926187870989,34,ATP6V0E1 (8992)
ACH-000178,5,13808367926187870989,35,MRPS34 (65993)
ACH-000178,5,13808367926187870989,36,PTPN11 (5781)
ACH-000178,5,13808367926187870989,37,PRPF39 (55015)
ACH-000178,5,13808367926187870989,38,RAD51C (5889)
ACH-000178,5,13808367926187870989,39,MRPS11 (64963)
ACH-000178,5,13808367926187870989,40,SUGT1 (10910)
ACH-000178,5,13808367926187870989,41,MRPS16 (51021)
ACH-000178,5,13808367926187870989,42,INTS15 (79034)
ACH-000178,5,13808367926187870989,43,ACLY (47)
ACH-000178,5,13808367926187870989,44,SOX9 (6662)
ACH-000178,5,13808367926187870989,45,RARS2 (57038)
ACH-000178,5,13808367926187870989,46,NDE1 (54820)
ACH-000178,5,13808367926187870989,47,CCND3 (896)
ACH-000178,5,13808367926187870989,48,KDM2A (22992)
ACH-000178,5,13808367926187870989,49,MYBL2 (4605)
ACH-000178,5,13808367926187870989,50,MED19 (219541)
ACH-000178,6,14825011562617517497,1,STEEP1 (63932)
ACH-000178,6,14825011562617517497,2,FDX1 (2230)
ACH-000178,6,14825011562617517497,3,BIRC6 (57448)
ACH-000178,6,14825011562617517497,4,MBTPS1 (8720)
ACH-000178,6,14825011562617517497,5,CCNC (892)
ACH-000178,6,14825011562617517497,6,RHEB (6009)
ACH-000178,6,14825011562617517497,7,RPIA (22934)
ACH-000178,6,14825011562617517497,8,NHLRC2 (374354)
ACH-000178,6,14825011562617517497,9,TRIT1 (54802)
ACH-000178,6,14825011562617517497,10,NAA20 (51126)
ACH-000178,6,14825011562617517497,11,RAD51D (5892)
ACH-000178,6,14825011562617517497,12,RTTN (25914)
ACH-000178,6,14825011562617517497,13,MRPL35 (51318)
ACH-000178,6,14825011562617517497,14,BAP1 (8314)
ACH-000178,6,14825011562617517497,15,INTS6 (26512)
ACH-000178,6,14825011562617517497,16,USE1 (55850)
ACH-000178,6,14825011562617517497,17,WWTR1 (25937)
ACH-000178,6,14825011562617517497,18,LIPT1 (51601)
ACH-000178,6,14825011562617517497,19,ACSL3 (2181)
ACH-000178,6,14825011562617517497,20,COA6 (388753)
ACH-000178,6,14825011562617517497,21,PAXIP1 (22976)
ACH-000178,6,14825011562617517497,22,WRN (7486)
ACH-000178,6,14825011562617517497,23,PTK2 (5747)
ACH-000178,6,14825011562617517497,24,PGP (283871)
ACH-000178,6,14825011562617517497,25,PDCD5 (9141)
ACH-000178,6,14825011562617517497,26,UBE2D3 (7323)
ACH-000178,6,14825011562617517497,27,SLC25A28 (81894)
ACH-000178,6,14825011562617517497,28,WTAP (9589)
ACH-000178,6,14825011562617517497,29,PDCD7 (10081)
ACH-000178,6,14825011562617517497,30,DAP3 (7818)
ACH-000178,6,14825011562617517497,31,ANKRD49 (54851)
ACH-000178,6,14825011562617517497,32,PFDN1 (5201)
ACH-000178,6,14825011562617517497,33,ILK (3611)
ACH-000178,6,14825011562617517497,34,ADRM1 (11047)
ACH-000178,6,14825011562617517497,35,CCND3 (896)
ACH-000178,6,14825011562617517497,36,PTMA (5757)
ACH-000178,6,14825011562617517497,37,ATP6V0E1 (8992)
ACH-000178,6,14825011562617517497,38,TAFAZZIN (6901)
ACH-000178,6,14825011562617517497,39,CCNB1 (891)
ACH-000178,6,14825011562617517497,40,SMCHD1 (23347)
ACH-000178,6,14825011562617517497,41,RRAGC (64121)
ACH-000178,6,14825011562617517497,42,TFB2M (64216)
ACH-000178,6,14825011562617517497,43,ATF4 (468)
ACH-000178,6,14825011562617517497,44,TRPM7 (54822)
ACH-000178,6,14825011562617517497,45,ADAR (103)
ACH-000178,6,14825011562617517497,46,MFN2 (9927)
ACH-000178,6,14825011562617517497,47,VHL (7428)
ACH-000178,6,14825011562617517497,48,KRAS (3845)
ACH-000178,6,14825011562617517497,49,SLC7A1 (6541)
ACH-000178,6,14825011562617517497,50,RPL22L1 (200916)
ACH-000178,7,5678489813494957471,1,MED23 (9439)
ACH-000178,7,5678489813494957471,2,MTCH2 (23788)
ACH-000178,7,5678489813494957471,3,MIPEP (4285)
ACH-000178,7,5678489813494957471,4,CRIPTO (6997)
ACH-000178,7,5678489813494957471,5,NDC1 (55706)
ACH-000178,7,5678489813494957471,6,IRF2BP2 (359948)
ACH-000178,7,5678489813494957471,7,UBA5 (79876)
ACH-000178,7,5678489813494957471,8,STAG2 (10735)
ACH-000178,7,5678489813494957471,9,KDM2A (22992)
ACH-000178,7,5678489813494957471,10,MTG1 (92170)
ACH-000178,7,5678489813494957471,11,FPGS (2356)
ACH-000178,7,5678489813494957471,12,PPP2R2A (5520)
ACH-000178,7,5678489813494957471,13,GRSF1 (2926)
ACH-000178,7,5678489813494957471,14,CDAN1 (146059)
ACH-000178,7,5678489813494957471,15,ZEB1 (6935)
ACH-000178,7,5678489813494957471,16,CTPS1 (1503)
ACH-000178,7,5678489813494957471,17,MRPS16 (51021)
ACH-000178,7,5678489813494957471,18,RNF4 (6047)
ACH-000178,7,5678489813494957471,19,RNF168 (165918)
ACH-000178,7,5678489813494957471,20,PPP1CB (5500)
ACH-000178,7,5678489813494957471,21,KANSL1 (284058)
ACH-000178,7,5678489813494957471,22,ARF4 (378)
ACH-000178,7,5678489813494957471,23,TIMM17A (10440)
ACH-000178,7,5678489813494957471,24,GABPB1 (2553)
ACH-000178,7,5678489813494957471,25,SOX9 (6662)
ACH-000178,7,5678489813494957471,26,EED (8726)
ACH-000178,7,5678489813494957471,27,INTS6 (26512)
ACH-000178,7,5678489813494957471,28,TELO2 (9894)
ACH-000178,7,5678489813494957471,29,HSD17B10 (3028)
ACH-000178,7,5678489813494957471,30,NCKAP1 (10787)
ACH-000178,7,5678489813494957471,31,ELMO2 (63916)
ACH-000178,7,5678489813494957471,32,EP300 (2033)
ACH-000178,7,5678489813494957471,33,CHMP7 (91782)
ACH-000178,7,5678489813494957471,34,ICE2 (79664)
ACH-000178,7,5678489813494957471,35,CCDC6 (8030)
ACH-000178,7,5678489813494957471,36,STEEP1 (63932)
ACH-000178,7,5678489813494957471,37,MIOS (54468)
ACH-000178,7,5678489813494957471,38,ADSS2 (159)
ACH-000178,7,5678489813494957471,39,STAMBP (10617)
ACH-000178,7,5678489813494957471,40,PHF12 (57649)
ACH-000178,7,5678489813494957471,41,SLC2A1 (6513)
ACH-000178,7,5678489813494957471,42,RRAGC (64121)
ACH-000178,7,5678489813494957471,43,AP2M1 (1173)
ACH-000178,7,5678489813494957471,44,CCDC51 (79714)
ACH-000178,7,5678489813494957471,45,COA7 (65260)
ACH-000178,7,5678489813494957471,46,ARPC4 (10093)
ACH-000178,7,5678489813494957471,47,PITRM1 (10531)
ACH-000178,7,5678489813494957471,48,HNF1A (6927)
ACH-000178,7,5678489813494957471,49,CUL3 (8452)
ACH-000178,7,5678489813494957471,50,TXNRD1 (7296)
ACH-000178,8,7071809463888010028,1,UBA5 (79876)
ACH-000178,8,7071809463888010028,2,P2RY6 (5031)
ACH-000178,8,7071809463888010028,3,DDX39B (7919)
ACH-000178,8,7071809463888010028,4,FOXA2 (3170)
ACH-000178,8,7071809463888010028,5,CTC1 (80169)
ACH-000178,8,7071809463888010028,6,ARHGEF7 (8874)
ACH-000178,8,7071809463888010028,7,SLC25A3 (5250)
ACH-000178,8,7071809463888010028,8,COX5A (9377)
ACH-000178,8,7071809463888010028,9,MYBL2 (4605)
ACH-000178,8,7071809463888010028,10,PPA2 (27068)
ACH-000178,8,7071809463888010028,11,FERMT2 (10979)
ACH-000178,8,7071809463888010028,12,MVD (4597)
ACH-000178,8,7071809463888010028,13,H2AX (3014)
ACH-000178,8,7071809463888010028,14,SUGT1 (10910)
ACH-000178,8,7071809463888010028,15,EAF1 (85403)
ACH-000178,8,7071809463888010028,16,PTPMT1 (114971)
ACH-000178,8,7071809463888010028,17,DHX29 (54505)
ACH-000178,8,7071809463888010028,18,ILK (3611)
ACH-000178,8,7071809463888010028,19,PARS2 (25973)
ACH-000178,8,7071809463888010028,20,MRPL55 (128308)
ACH-000178,8,7071809463888010028,21,VPS37A (137492)
ACH-000178,8,7071809463888010028,22,TDP2 (51567)
ACH-000178,8,7071809463888010028,23,SDHA (6389)
ACH-000178,8,7071809463888010028,24,BIRC6 (57448)
ACH-000178,8,7071809463888010028,25,DDX19A (55308)
ACH-000178,8,7071809463888010028,26,ATP2B1 (490)
ACH-000178,8,7071809463888010028,27,CCNL1 (57018)
ACH-000178,8,7071809463888010028,28,DHODH (1723)
ACH-000178,8,7071809463888010028,29,TTC7A (57217)
ACH-000178,8,7071809463888010028,30,APC (324)
ACH-000178,8,7071809463888010028,31,CHMP5 (51510)
ACH-000178,8,7071809463888010028,32,TSC22D2 (9819)
ACH-000178,8,7071809463888010028,33,ATP5F1C (509)
ACH-000178,8,7071809463888010028,34,FDPS (2224)
ACH-000178,8,7071809463888010028,35,SLC25A28 (81894)
ACH-000178,8,7071809463888010028,36,TELO2 (9894)
ACH-000178,8,7071809463888010028,37,TFRC (7037)
ACH-000178,8,7071809463888010028,38,SLC2A1 (6513)
ACH-000178,8,7071809463888010028,39,ICE2 (79664)
ACH-000178,8,7071809463888010028,40,THAP11 (57215)
ACH-000178,8,7071809463888010028,41,ASCC3 (10973)
ACH-000178,8,7071809463888010028,42,WDR7 (23335)
ACH-000178,8,7071809463888010028,43,LSM12 (124801)
ACH-000178,8,7071809463888010028,44,RARS2 (57038)
ACH-000178,8,7071809463888010028,45,PRRC2A (7916)
ACH-000178,8,7071809463888010028,46,CBLL1 (79872)
ACH-000178,8,7071809463888010028,47,SAMD4B (55095)
ACH-000178,8,7071809463888010028,48,NDUFA4 (4697)
ACH-000178,8,7071809463888010028,49,ISCA2 (122961)
ACH-000178,8,7071809463888010028,50,TRIT1 (54802)
ACH-000178,9,2338583129333722889,1,PHF12 (57649)
ACH-000178,9,2338583129333722889,2,ATXN7L3 (56970)
ACH-000178,9,2338583129333722889,3,MRPL18 (29074)
ACH-000178,9,2338583129333722889,4,ZEB1 (6935)
ACH-000178,9,2338583129333722889,5,VPS33A (65082)
ACH-000178,9,2338583129333722889,6,NDUFC2 (4718)
ACH-000178,9,2338583129333722889,7,TCF7L2 (6934)
ACH-000178,9,2338583129333722889,8,DNM1L (10059)
ACH-000178,9,2338583129333722889,9,CRLS1 (54675)
ACH-000178,9,2338583129333722889,10,DHODH (1723)
ACH-000178,9,2338583129333722889,11,WDR83 (84292)
ACH-000178,9,2338583129333722889,12,ASCC3 (10973)
ACH-000178,9,2338583129333722889,13,HNF1B (6928)
ACH-000178,9,2338583129333722889,14,FGFR1 (2260)
ACH-000178,9,2338583129333722889,15,POLE3 (54107)
ACH-000178,9,2338583129333722889,16,MRPS6 (64968)
ACH-000178,9,2338583129333722889,17,VPS37A (137492)
ACH-000178,9,2338583129333722889,18,MYBBP1A (10514)
ACH-000178,9,2338583129333722889,19,FECH (2235)
ACH-000178,9,2338583129333722889,20,CRAMP1 (57585)
ACH-000178,9,2338583129333722889,21,DYNLL1 (8655)
ACH-000178,9,2338583129333722889,22,RARS2 (57038)
ACH-000178,9,2338583129333722889,23,UBE2C (11065)
ACH-000178,9,2338583129333722889,24,COX18 (285521)
ACH-000178,9,2338583129333722889,25,VHL (7428)
